Time,S_prop,I_prop,H_prop,M_prop,D_prop
0,0.9986,0.0014,0,0,0
0.0648297768861738,0.998532426922981,0.00145114684227175,3.18667692751514e-06,8.28834186381732e-06,4.34065869545059e-07
0.129659553772348,0.998462441947289,0.00150415553130661,6.2897206483698e-06,1.69994903164281e-05,9.13995253524184e-07
0.194489330658521,0.998389954661536,0.0015590933333267,9.31860324758014e-06,2.61413219273073e-05,1.43957979490771e-06
0.259319107544695,0.998314871537846,0.00161602996389026,1.22823947329506e-05,3.5722455518041e-05,2.01071624584155e-06
0.315967819050624,0.998247062511059,0.00166747452029434,1.48256857069471e-05,4.44614930771669e-05,2.5470719718495e-06
0.372616530556552,0.998177131251465,0.00172055003577911,1.73313939818591e-05,5.35498329175204e-05,3.11828179737699e-06
0.429265242062481,0.998105009296444,0.00177530777657956,1.98048325704175e-05,6.29946432756378e-05,3.72447475954492e-06
0.485913953568409,0.998030626101259,0.00183180062588944,2.22511392855604e-05,7.28035296692346e-05,4.36583587575327e-06
0.540923851588394,0.997956161869959,0.00188837136699469,2.46054118473764e-05,8.26847047364297e-05,5.02252827192447e-06
0.595933749608378,0.997879428446062,0.00194668105385562,2.69431500729618e-05,9.29245539453045e-05,5.71288472880526e-06
0.650943647628362,0.997800355407083,0.0020067826259679,2.92685998472858e-05,0.000103531246967856,6.43722664581177e-06
0.705953545648346,0.997718870236567,0.00206873063545908,3.15858929013398e-05,0.000114513354727049,7.19592229917259e-06
0.759631565964804,0.99763696137204,0.00213101241109074,3.38430582063865e-05,0.000125600039220607,7.969762072078e-06
0.813309586281262,0.997552613457502,0.00219515945473521,3.609990015903e-05,0.000137061438734261,8.77713826464603e-06
0.86698760659772,0.997465753170871,0.00226122702307583,3.83599555916662e-05,0.000148906644157044,9.61852296499833e-06
0.920665626914178,0.997376305056333,0.00232927200582567,4.06266885841631e-05,0.000161145128671466,1.04944294539161e-05
0.973089931978676,0.997286373928987,0.00239769244141837,4.28501719725395e-05,0.000173486816493068,1.13837310340724e-05
1.02551423704317,0.997193826174194,0.0024681108563707,4.50863447164932e-05,0.0001862225696112,1.23070454601925e-05
1.07793854210767,0.997098585433439,0.00254058488315942,4.73382427819679e-05,0.000199362292307622,1.32649658090581e-05
1.13036284717217,0.997000573177735,0.00261517380733963,4.96088591146506e-05,0.000212916259363859,1.42581224308428e-05
1.18159902138444,0.996902026850166,0.0026901742489966,5.18489299374945e-05,0.000226573520331113,1.5263458195508e-05
1.2328351955967,0.996800678769782,0.00276731144490541,5.41124073786278e-05,0.000240646917415425,1.63037476587691e-05
1.28407136980897,0.996696449449881,0.00284664543822652,5.64019744913622e-05,0.000255147092492052,1.73796838529845e-05
1.33530754402124,0.996589257199991,0.00292823794387291,5.87202929062393e-05,0.000270085050997124,1.84919943825268e-05
1.38541658088421,0.996481476630247,0.00301028089991448,6.10179551835185e-05,0.000285128751359677,1.96157500898817e-05
1.43552561774718,0.996370701283275,0.00309460557012391,6.33480897458911e-05,0.000300613037712763,2.07757722048486e-05
1.48563465461015,0.996256848465495,0.00318127444019191,6.57131337454955e-05,0.000316549238430336,2.19728388360649e-05
1.53574369147312,0.996139833249301,0.00327035168469076,6.81155187542256e-05,0.000332949041924853,2.32077608227879e-05
1.58478267564922,0.996022171221674,0.00335992182372828,7.0505087419525e-05,0.00034945907733868,2.445377409716e-05
1.63382165982532,0.995901313158795,0.003451924961434,7.29350093068614e-05,0.00036643629864302,2.57376728831513e-05
1.68286064400143,0.995777173090774,0.00354642605534868,7.54075537771197e-05,0.000383892687279547,2.70603098504826e-05
1.73189962817753,0.995649662786224,0.00364349176732635,7.7924996344821e-05,0.000401840583630225,2.84225691707288e-05
1.77992212479693,0.995521442270418,0.00374109671175003,8.04359645498324e-05,0.000419905007112679,2.97958716121186e-05
1.82794462141634,0.995389815916987,0.00384129240576034,8.29943238012898e-05,0.000438465215937778,3.12089386943081e-05
1.87596711803574,0.995254694417654,0.00394414630530479,8.56022331815401e-05,0.000457533823904058,3.2662690254837e-05
1.92398961465515,0.995115986177848,0.00404972758421504,8.82618667010152e-05,0.000477123804381946,3.41580768441487e-05
1.97104600971328,0.994976498741476,0.00415589874402954,9.09202772962654e-05,0.000496838271523013,3.56647122783409e-05
2.01810240477142,0.99483338682483,0.0042648250145128,9.3632525897399e-05,0.000517079029823244,3.72132188710165e-05
2.06515879982956,0.994686557725311,0.00437657637352539,9.64007040237221e-05,0.00053785931400434,3.88045784895137e-05
2.1122151948877,0.99453591643188,0.0044912245283449,9.92269247462334e-05,0.000559192720230828,4.04398032431749e-05
2.15835300001963,0.994384420649227,0.00460651799024115,0.000102056387741422,0.000580660170965329,4.20867012341729e-05
2.20449080515156,0.994229072615132,0.0047247376799215,0.000104945732853005,0.000602686274471819,4.37777816527824e-05
2.25062861028349,0.994069776182112,0.00484595611729805,0.000107897016040413,0.000625284881828171,4.55140849042501e-05
2.29676641541543,0.993906432874806,0.00497024756100262,0.00011091231986066,0.000648470208315547,4.7296681396479e-05
2.34203054199798,0.9937421526954,0.0050952450396735,0.000113934775307002,0.000671800728586202,4.90915713727347e-05
2.38729466858053,0.993573783078901,0.00522334676751666,0.00011702289567519,0.000695724100901452,5.09331445376251e-05
2.43255879516308,0.993401224387307,0.00535462782291562,0.000120178725555076,0.000720254793299724,5.28224975575921e-05
2.47782292174564,0.993224374638133,0.00548916502983798,0.000123404340011238,0.000745407641420746,5.4760757032002e-05
2.52225592841625,0.993046497684836,0.00562447488912102,0.000126640636786206,0.000770718465765062,5.67121127513462e-05
2.56668893508687,0.992864284406397,0.00576307407411271,0.000129948227703001,0.000796658186314866,5.87128321797134e-05
2.61112194175748,0.992677631633389,0.00590504023398116,0.000133329164432629,0.000823241892649545,6.07640668765564e-05
2.65555494842809,0.992486433838288,0.00605045276767822,0.000136785532122794,0.000850485045801829,6.28669983894411e-05
2.69919726555495,0.992294109608012,0.00619671112006188,0.000140255872998412,0.000877900674389864,6.49840055213637e-05
2.74283958268181,0.992097192168836,0.00634645108363551,0.000143803066624571,0.000905983115963308,6.71532311269848e-05
2.78648189980867,0.991895574783699,0.00649975288612683,0.000147429185957505,0.000934748089356503,6.93758809799431e-05
2.83012421693553,0.991689148347036,0.0066566985063366,0.000151136339768758,0.00096421168902786,7.165319098959e-05
2.87301435113274,0.99148148628876,0.00681457040053611,0.000154860629087981,0.000993864101629252,7.39457327482715e-05
2.91590448532994,0.991268963840442,0.00697612355737906,0.000158667323952098,0.00102422316156352,7.62935197654664e-05
2.95879461952715,0.991051470666012,0.00714144078590957,0.000162558529642017,0.00105530522717681,7.86978118824592e-05
3.00168475372435,0.990828894053916,0.00731060664435629,0.000166536389082621,0.00108712703682746,8.11598992924185e-05
3.04385947509259,0.990604961499068,0.00748078735186008,0.000170534509465149,0.00111915599269735,8.36385565902982e-05
3.08603419646083,0.990375890762972,0.00765485650001958,0.000174620633781254,0.00115193340784582,8.61756583660407e-05
3.12820891782907,0.990141567884226,0.0078328994763977,0.000178796908300306,0.00118547629252139,8.87725188017182e-05
3.17038363919731,0.989901876522693,0.00801500341238403,0.000183065518365691,0.00121980204151298,9.14304826983955e-05
3.21187815376443,0.989660696441601,0.00819821982581109,0.00018735755585883,0.00125435545916534,9.41065464102606e-05
3.25337266833154,0.989414089451761,0.0083855395489812,0.000191743282809805,0.00128970119947662,9.68444288534422e-05
3.29486718289866,0.98916193794553,0.0085770505390239,0.000196224893342977,0.00132585693884553,9.96454991631819e-05
3.33636169746577,0.988904121937313,0.0087728424877504,0.00020080462176893,0.00136284074281932,0.000102511157398588
3.37720980689842,0.988644670494219,0.00896985464520524,0.000205411053852167,0.00140007515738336,0.000105396651141849
3.41805791633106,0.988379492136317,0.0091711928414024,0.000210116982337376,0.00143814789644153,0.00010834751738161
3.4589060257637,0.988108465594672,0.0093769475872579,0.000214924654699184,0.00147707731847017,0.000111365181100963
3.49975413519635,0.987831467227573,0.00958721111508949,0.000219836359451173,0.00151688217573376,0.000114451098539557
3.5399883857453,0.987552671103529,0.00979881386718371,0.000224778216741056,0.00155696327475898,0.000117558811003035
3.58022263629426,0.987267836419188,0.0100149734205213,0.000229825527778725,0.0015979309386746,0.000120735635398535
3.62045688684322,0.98697683823568,0.0102357828164381,0.000234980597827957,0.00163980422553859,0.000123983053694432
3.66069113739218,0.986679549251316,0.0104613367998765,0.000240245773826513,0.00168260259182782,0.000127302579468537
3.70070224643829,0.986377542142122,0.010690440500516,0.000245593304889221,0.00172610064791585,0.000130676733254863
3.74071335548441,0.986069055806853,0.0109244281568312,0.00025105447565762,0.00177055310280453,0.000134125275640531
3.78072446453053,0.985753958075506,0.0111633979521913,0.000256631718288968,0.00181598028112437,0.000137649789618621
3.82073557357664,0.985432114343319,0.0114074498131702,0.000262327508627385,0.00186240292549671,0.000141251891347734
3.86088186749844,0.985102265088472,0.011657536393518,0.000268164227650886,0.00191000422749409,0.000144945804536143
3.90102816142024,0.98476534537295,0.0119129461993187,0.000274125422222307,0.0019586508358763,0.000148721190812721
3.94117445534203,0.984421211825165,0.0121737854425278,0.000280213727278823,0.00200836499131909,0.000152579784956344
3.98132074926383,0.984069718483884,0.012440162174278,0.000286431824961408,0.00205916938825504,0.000156523357770576
4.02162432307602,0.983709295394249,0.0127132632267322,0.000292807588472903,0.00211129279299872,0.000160569678863655
4.06192789688822,0.983341152169437,0.0129921689640176,0.000299319723056081,0.00216456220846573,0.00016470533141251
4.10223147070042,0.982965133264192,0.0132769942618496,0.000305971087168015,0.00221900199542898,0.000168932218228863
4.14253504451261,0.98258108038543,0.0135678559291329,0.000312764590112251,0.00227463700751562,0.000173252281294059
4.18301212035837,0.982187125973967,0.0138661647946556,0.000319733379835507,0.00233174002428797,0.000177686717449259
4.22348919620413,0.981784740025268,0.0141708040236281,0.000326851569761165,0.00239010031748196,0.000182219178551288
4.26396627204989,0.981373753866233,0.0144818977565148,0.000334122262624211,0.0024497445826252,0.00018685175263834
4.30444334789564,0.980953995918898,0.014799572154827,0.000341548615719948,0.00251070005041408,0.000191586570343968
4.34511183847423,0.980523242855939,0.0151255055241525,0.000349170093681861,0.00257329230149869,0.000196448941117763
4.38578032905282,0.980083278916892,0.0154583432829377,0.000356955261836218,0.00263726491713071,0.000201418965950795
4.42644881963141,0.979633921294876,0.0157982194500828,0.000364907489385538,0.00270264716665377,0.000206498937345484
4.46711731021,0.979174984125798,0.0161452701434471,0.000373030203841776,0.00276946890029747,0.000211691194126198
4.50799724171643,0.978703815788215,0.0165014952919837,0.000381370487234581,0.00283811950213891,0.000217026016804275
4.54887717322285,0.978222582310042,0.0168652517885341,0.000389890155443951,0.0029082868380907,0.000222479174880355
4.58975710472928,0.977731085694501,0.0172366841494924,0.000398592867884907,0.0029800030184289,0.000228053186917544
4.6306370362357,0.977229124744589,0.0176159390533185,0.000407482346014411,0.00305330078361796,0.000233750621849653
4.67175085993461,0.976713531019247,0.0180054040269239,0.000416614879555883,0.00312864682494349,0.000239607785468283
4.71286468363351,0.976186935144154,0.0184030852869186,0.000425944059175852,0.00320566093666603,0.000245595153131299
4.75397850733242,0.975649122832189,0.0188091384595694,0.0004354738598763,0.00328437836915705,0.000251715493767393
4.79509233103132,0.975099876468422,0.0192237213752504,0.000445208322343306,0.00336483505602561,0.000257971631068446
4.83646528911652,0.974535402435353,0.019649689755964,0.000455214894218786,0.00344759162428939,0.000264407195045401
4.87783824720172,0.97395889772703,0.0200846229007678,0.000465437123459488,0.0035321845223761,0.00027098617628478
4.91921120528691,0.973370130630694,0.0205286881347501,0.000475879327702258,0.00361865247667443,0.000277711621511331
4.96058416337211,0.972768866001591,0.0209820550000368,0.000486545893717529,0.00370703495373208,0.000284586636970276
5.00224472637802,0.972150551935343,0.0214481462120856,0.000497517827826237,0.00379800707728454,0.000291663784043858
5.04390528938393,0.971519077279153,0.0219240203344242,0.000508726389232183,0.00389100299725144,0.000298899090295757
5.08556585238985,0.970874191738898,0.0224098569334686,0.000520176266927821,0.00398606529432662,0.000306295911304244
5.12722641539576,0.970215641518077,0.0229058377661564,0.000531872222156019,0.00408323735022362,0.00031385766730964
5.16920680917996,0.969537952247307,0.0234160741147637,0.000543911787822901,0.00418333432562583,0.000321647848793244
5.21118720296417,0.968845859928933,0.023936987951904,0.000556211147933022,0.0042856644543467,0.000329612676997091
5.25316759674837,0.968139094532549,0.0244687715499346,0.000568775393160767,0.00439027459875667,0.000337755851644567
5.29514799053258,0.967417382502326,0.0250116192924889,0.0005816096890251,0.00449721248702305,0.000346081142663231
5.33748483657005,0.966674123591877,0.0255704812692953,0.000594831781402211,0.00460746520479626,0.000354665465724803
5.37982168260752,0.965915093978478,0.0261409992158009,0.000608339306935473,0.00472018549686183,0.000363442926022935
5.422158528645,0.965140002771987,0.0267233784541348,0.000622137789746696,0.00483542499183,0.000372417607692874
5.46449537468247,0.964348555598773,0.0273178262686321,0.00063623283061703,0.00495323625264353,0.000381593671027324
5.50723047520098,0.963532773032871,0.027930318121505,0.000650766991449214,0.00507481833209104,0.000391064593763871
5.54996557571949,0.962699712483142,0.0285555365886546,0.000665615013161018,0.00519913125362596,0.000400749454877714
5.592700676238,0.961849061151495,0.0291937002065068,0.000680782886212856,0.00532623196372092,0.000410652769070384
5.63543577675651,0.960980502886286,0.0298450292327306,0.000696276678413221,0.00545617841511614,0.000420779133566599
5.67861708717937,0.960084361841481,0.0305167574398101,0.000712269549640368,0.0055904322338005,0.000431242556031732
5.72179839760223,0.959169279364297,0.0312023842119225,0.000728607868275838,0.00572771355604612,0.00044194339956803
5.7649797080251,0.958234919837864,0.0319021412049166,0.000745298124603504,0.00586808527698817,0.000452886662620209
5.80816101844796,0.957280944539833,0.0326162614344408,0.000762346885349423,0.00601161137270757,0.00046407743292083
5.85184386546502,0.956295581292442,0.0333535296306559,0.00077996522023464,0.00616008046632585,0.000475655304045439
5.89552671248209,0.955289437906048,0.0341059797781416,0.000797964181907412,0.0063119126357048,0.000487497211976114
5.93920955949915,0.954262155259702,0.0348738561877193,0.000816350793695783,0.00646717744965226,0.000499608700526928
5.98289240651622,0.953213371532842,0.0356574040108598,0.000835132152233408,0.00662594563424794,0.000511995409926737
6.02714103300238,0.952128710324428,0.0364673292200782,0.000854566554955076,0.00679041550533056,0.000524829016129248
6.07138965948854,0.951021232812583,0.0372938424349951,0.000874420870514937,0.00695862970039814,0.000537956963328122
6.11563828597471,0.949890556037882,0.0381371996346866,0.000894702686894388,0.00713066530000979,0.000551385412598289
6.15988691246087,0.948736294957415,0.0389976569132416,0.000915419659144755,0.00730660061822425,0.000565120628846205
6.20477646475446,0.947540818367698,0.0398883138627065,0.000936889291759082,0.00748915082170954,0.000579374797761395
6.24966601704805,0.94632026580381,0.0407971000069842,0.000958822844138776,0.00767588066874451,0.000593957991809328
6.29455556934163,0.945074230663762,0.041724281270741,0.000981228496825838,0.00786687572674661,0.000608877073826422
6.33944512163522,0.943802305158459,0.0426701226971136,0.00100411448690193,0.00806222287004346,0.000624139018059242
6.38506424669454,0.942482761602174,0.0436507258889812,0.00102787308467323,0.00826529449378488,0.000640007572747633
6.43068337175386,0.941135628001663,0.0446511484438795,0.00105214507250039,0.00847304571179078,0.000656245089320821
6.47630249681317,0.939760475097784,0.0456716634707326,0.00107693924445771,0.00868557172135569,0.000672859232559457
6.52192162187249,0.938356873715158,0.0467125418435982,0.00110226443467127,0.0089029690930887,0.000689857786180532
6.56837592419743,0.936897898006476,0.0477936795758278,0.00112860812894151,0.00912945368998845,0.000707570743284019
6.61483022652236,0.935408526670871,0.0488964911987117,0.00115552105633773,0.00936119595264621,0.000725698970196531
6.66128452884729,0.933888309946231,0.0500212527700094,0.00118301263348031,0.0095983020596397,0.00074425105361088
6.70773883117222,0.932336799928022,0.0511682362866431,0.0012110922922518,0.00984087961581612,0.0007632357062797
6.75515557194472,0.930720410581089,0.0523621780573119,0.00124036999212453,0.0100942387367379,0.000783068963811881
6.80257231271723,0.929070483220138,0.0535798296926432,0.00127028027230948,0.0103535292596328,0.000803371629941625
6.84998905348973,0.927386551467388,0.0548214638516976,0.00130083316114829,0.0106188699582465,0.000824153358622891
6.89740579426223,0.925668153257047,0.0560873466756507,0.00133203866579596,0.0108903810621319,0.0008454239360225
6.94594043909233,0.923873069746928,0.0574084575140599,0.00136466616794866,0.0111748106593944,0.0008677126140683
6.99447508392243,0.922040912673312,0.0587555146150328,0.0013979985357731,0.0114659643608321,0.000890534615682066
7.04300972875253,0.920171205520842,0.0601287778229512,0.00143204636610279,0.0117639754857094,0.000913900840635406
7.09154437358263,0.918263479471257,0.0615284971557246,0.00146682018157078,0.012068978799613,0.000937822325172517
7.1413899886283,0.916264167136448,0.0629938135797482,0.00150329990101849,0.0123896416081262,0.000962979643247422
7.19123560367398,0.914223780658277,0.0644875341594784,0.00154056756986381,0.0127179719208845,0.000988746634127899
7.24108121871965,0.912141843791028,0.066009891966263,0.00157863425730706,0.0130541199936126,0.00101513566645164
7.29092683376532,0.91001789266199,0.0675611057715161,0.00161751088142379,0.0133982374549413,0.00104215924617622
7.34232805928998,0.907783177769314,0.0691911671025035,0.00165846041616604,0.0137616025028975,0.00107070412845752
7.39372928481464,0.905502828544209,0.0708523353979726,0.0017002942664272,0.0141337736975661,0.0010999512106744
7.4451305103393,0.903176385506174,0.0725447961038891,0.00174302379032747,0.0145149212144982,0.0011299146147646
7.49653173586396,0.900803408047543,0.0742687142705926,0.00178666008268869,0.0149052164240071,0.00116060859486496
7.54980650764531,0.898294378161399,0.0760888199318331,0.00183285539320896,0.0153195758127574,0.00119320771785148
7.60308127942666,0.895734464420769,0.0779430064831544,0.00188004811174653,0.0157441401668963,0.00122662322004332
7.656356051208,0.893123250328942,0.0798313800792456,0.00192824955442344,0.0161791033894384,0.00126087134902359
7.70963082298935,0.890460347404075,0.0817540180703701,0.00197747060844448,0.0166246602260228,0.00129596846904546
7.76520609653449,0.887626982505877,0.0837962457954401,0.00202991500351177,0.017100957974355,0.00133350372609842
7.82078137007962,0.884736606781552,0.0858758294878402,0.00208349164583859,0.0175892190207829,0.00137199959237317
7.87635664362476,0.881788889125736,0.0879927466181744,0.00213821122046301,0.0180896660041473,0.00141147494568146
7.93193191716989,0.878783539549407,0.0901469340384308,0.00219408373372711,0.0186025217564088,0.00145194874649579
7.99040695979725,0.875558886896655,0.0924536432530614,0.00225412648005565,0.0191557785359322,0.00149563321287648
8.04888200242461,0.872269924368256,0.0948013218080238,0.00231546590433196,0.0197232785158585,0.0015404663036498
8.10735704505197,0.868916477237236,0.0971897382151929,0.00237811099463856,0.020305279945664,0.00158647024426698
8.16583208767933,0.865498431217972,0.0996186033088201,0.0024420696709019,0.0209020400863001,0.00163366727470768
8.22557328752082,0.861939608546323,0.102141469857917,0.00250877689538244,0.0215272296212827,0.00168314150377734
8.28531448736231,0.858313320708983,0.104705754142268,0.00257686843030518,0.0221683620844771,0.00173390789548846
8.3450556872038,0.854619657859566,0.107310948971127,0.00264634901627051,0.0228257060296569,0.00178599000590265
8.40479688704529,0.850858786425705,0.109956476655947,0.00271722195520496,0.0234995273387917,0.00183941129079872
8.46214189553266,0.847185768760709,0.11253323022619,0.00278656364546677,0.0241620652475362,0.00189197120385357
8.51948690402003,0.843451337263183,0.115145909729107,0.00285719032517588,0.0248402567147658,0.00194580697512038
8.57683191250741,0.839655849547396,0.117793812821701,0.00292910099351999,0.0255343274851138,0.00200093888605741
8.63417692099478,0.835799735210068,0.120476172630537,0.00300229320461409,0.0262444995426096,0.00205738702110127
8.68957624138512,0.83201735228804,0.123099463552202,0.00307421545027879,0.0269460715553658,0.00211318854256381
8.74497556177546,0.828179375412051,0.125753327660562,0.00314732534403325,0.0276630665479532,0.00217025468389189
8.80037488216579,0.824286390551782,0.128436898161501,0.00322161673469924,0.0283956724895872,0.00222860284508451
8.85577420255613,0.820339050522194,0.131149250152616,0.00329708204066984,0.0291440727390864,0.00228825015172353
8.90957925482516,0.816453956979813,0.1338101661306,0.0033714908215151,0.0298862240273107,0.00234744050252222
8.96338430709419,0.812518992031754,0.136496350466136,0.00344698893119472,0.0306436007117812,0.00240788727932601
9.01718935936322,0.808534937883399,0.139206798323375,0.00352356551809416,0.0314163563696651,0.00246960525984865
9.07099441163225,0.80450263769514,0.14194045363566,0.00360120833408904,0.0322046392975683,0.00253260888419564
9.12346678476284,0.800524607064334,0.144627695243215,0.00367794197104359,0.0329884890950667,0.0025953037188912
9.17593915789342,0.796502444880514,0.147334883418248,0.00375566285553585,0.03378736935211,0.00265924738487907
9.228411531024,0.792437100195145,0.150060900858516,0.00383435582744864,0.0346014014440311,0.00272445219566332
9.28088390415458,0.788329576366538,0.152804586405743,0.00391400438472025,0.0354307009497515,0.00279093007575746
9.33222039649797,0.784271165072953,0.155504820453512,0.00399283643603976,0.0362569290078556,0.00285721199237914
9.38355688884136,0.780174432198519,0.158219646543952,0.00407254824839065,0.0370979723153523,0.00292473385361953
9.43489338118475,0.776040464718615,0.160947861015229,0.00415312074314015,0.0379539215855157,0.00299350560887692
9.48622987352815,0.771870396573243,0.163688224172922,0.00423453357580542,0.0388248613630722,0.00306353677795264
9.53657832581674,0.767746660640212,0.166386415413417,0.00431517491983998,0.0396936747682802,0.00313345215031064
9.58692677810534,0.76359049073059,0.169093832188396,0.00439658237914137,0.0405770500687904,0.00320459576341066
9.63727523039394,0.759403082172527,0.171809211640908,0.00447873337961303,0.0414750485636322,0.00327697527335762
9.68762368268254,0.755185669355009,0.174531263026365,0.00456160417894181,0.0423877251513849,0.00335059787651672
9.73709405386479,0.751013816689698,0.177211064324222,0.00464370670105303,0.0432988278032694,0.00342415376982192
9.78656442504704,0.746815466883578,0.179894761834132,0.00472645555884525,0.0442241872787966,0.00349892216664802
9.83603479622929,0.742591893104181,0.182581061608003,0.00480982515848603,0.045163836672151,0.00357490849210856
9.88550516741154,0.73834439931249,0.185268650082108,0.00489378885590215,0.0461178025840213,0.00365211769189068
9.93417831250214,0.734143304395104,0.187912892289019,0.00497695243513641,0.0470703868846,0.00372928044648556
9.98285145759274,0.729921641434729,0.190555808750741,0.00506063717248708,0.048036862036795,0.00380763504205383
10.0315246026833,0.725680730357472,0.193196102816688,0.00514481498845517,0.049017234279359,0.00388718474191794
10.0801977477739,0.721421913504059,0.195832466375172,0.00522945688900448,0.0500115034003666,0.00396793232072729
10.1281331533827,0.717211472747146,0.198423746987505,0.00531324042299495,0.0510042783766785,0.00404862900441686
10.1760685589914,0.712986307830648,0.201008669953097,0.00539741589251458,0.0520105128968474,0.00413049141425788
10.2240039646001,0.708747754690385,0.203585963533304,0.00548195331717092,0.0530301879435409,0.00421352073844444
10.2719393702088,0.704497163470786,0.206154352296999,0.00556682195144183,0.0540632782201872,0.00429771767743125
10.319182327267,0.70029752272276,0.208675682427945,0.0056507580576767,0.0550945402260495,0.00438184099082445
10.3664252843251,0.696088828196844,0.211185898485092,0.00573495465234026,0.0561387656150027,0.00446709833102828
10.4136682413832,0.691872402645659,0.213683779217258,0.00581938047049426,0.0571959120040874,0.00455348892075878
10.4609111984413,0.687649575282505,0.216168106803851,0.00590400364003429,0.0582659310183518,0.00464101150545698
10.507499366966,0.683480307878235,0.218603546226252,0.00598761559275911,0.059333672789966,0.00472842790132466
10.5540875354908,0.679307395218923,0.221023468758507,0.00607135644469332,0.0604138220122007,0.00481694129384921
10.6006757040155,0.675132120527024,0.223426725951427,0.00615519426746429,0.0615063150941562,0.00490654907335425
10.6472638725402,0.670955766447974,0.225812179046427,0.00623909668631579,0.0626110828377811,0.00499724817180758
10.6932329100241,0.666835105815068,0.228147379258573,0.00632191543143019,0.0637131269121638,0.00508780814533551
10.739201947508,0.66271586833266,0.230463075717541,0.00640473345585681,0.0648269715088205,0.00517942333580805
10.785170984992,0.658599275281585,0.232758210890556,0.00648751876455594,0.0659525341778626,0.00527208945368968
10.8311400224759,0.654486541228424,0.235031742182637,0.00657023907404298,0.0670897273225902,0.00536580177703298
10.8765279159289,0.650430765893057,0.237254332225958,0.00665181808934208,0.068223864264671,0.00545935079364617
10.921915809382,0.646381081588026,0.239453888728594,0.00673327065820638,0.0693691549226273,0.0055539093065783
10.967303702835,0.642338629864442,0.241629458494145,0.00681456526549484,0.0705255004212554,0.0056494715113804
11.012691596288,0.638304540434351,0.243780107428395,0.00689567025774929,0.0716927972507677,0.00574603120252763
11.0575415068775,0.634327574218322,0.245879890649236,0.00697559660497715,0.0728569097300061,0.00584241972736675
11.102391417467,0.630360927936425,0.247953585906654,0.00705527625405937,0.0740315011927348,0.00593976900346026
11.1472413280565,0.626405650448051,0.250000353057662,0.00713467864762113,0.075216458744139,0.00603807188050958
11.192091238646,0.622462774693534,0.252019374149851,0.00721377322844965,0.07641166539629,0.00613732084221341
11.2364529226693,0.618576016405377,0.253988342499341,0.00729167410035885,0.0776038250066468,0.00623641236650934
11.2808146066926,0.614703351805288,0.255928641125519,0.00736921465071571,0.0788057723801372,0.00633641378407537
11.3251762907159,0.610845728682251,0.257839547357384,0.00744636567967838,0.0800173828817466,0.00643731676405974
11.3695379747393,0.60700407583535,0.25972036279571,0.00752309811186598,0.0812385283343578,0.00653911264690059
11.4134680624725,0.60321642969645,0.2615525648213,0.00759864311778271,0.0824570601458974,0.00664078923966071
11.4573981502057,0.599446199305513,0.263353968480252,0.00767372152917812,0.0836846819622853,0.00674332357489502
11.501328237939,0.595694227020807,0.265123969369602,0.0077483058245312,0.0849212594896432,0.00684670629639381
11.5452583256722,0.591961334064164,0.266861988542438,0.00782236871561811,0.0861666554369303,0.00695092775747675
11.5888198481721,0.588279386755567,0.268553300895586,0.0078952687797737,0.0874101724115252,0.0070550932489229
11.6323813706721,0.584617744331459,0.270212108040692,0.0079676036642799,0.0886620830238562,0.00716006371570985
