date,cumulative_deaths,daily_deaths,moving_avg_7day
2020-08-02,7,0,0.0
2020-08-03,7,0,0.0
2020-08-04,8,1,0.14285714285714285
2020-08-05,8,0,0.14285714285714285
2020-08-06,8,0,0.14285714285714285
2020-08-07,8,0,0.14285714285714285
2020-08-08,8,0,0.14285714285714285
2020-08-09,8,0,0.14285714285714285
2020-08-10,8,0,0.14285714285714285
2020-08-11,8,0,0.0
2020-08-12,8,0,0.0
2020-08-13,8,0,0.0
2020-08-14,8,0,0.0
2020-08-15,8,0,0.0
2020-08-16,8,0,0.0
2020-08-17,8,0,0.0
2020-08-18,8,0,0.0
2020-08-19,8,0,0.0
2020-08-20,8,0,0.0
2020-08-21,8,0,0.0
2020-08-22,8,0,0.0
2020-08-23,8,0,0.0
2020-08-24,8,0,0.0
2020-08-25,8,0,0.0
2020-08-26,8,0,0.0
2020-08-27,8,0,0.0
2020-08-28,8,0,0.0
2020-08-29,8,0,0.0
2020-08-30,8,0,0.0
2020-08-31,8,0,0.0
2020-09-01,8,0,0.0
2020-09-02,8,0,0.0
2020-09-03,8,0,0.0
2020-09-04,8,0,0.0
2020-09-05,8,0,0.0
2020-09-06,8,0,0.0
2020-09-07,8,0,0.0
2020-09-08,8,0,0.0
2020-09-09,8,0,0.0
2020-09-10,8,0,0.0
2020-09-11,8,0,0.0
2020-09-12,8,0,0.0
2020-09-13,8,0,0.0
2020-09-14,8,0,0.0
2020-09-15,8,0,0.0
2020-09-16,8,0,0.0
2020-09-17,8,0,0.0
2020-09-18,8,0,0.0
2020-09-19,8,0,0.0
2020-09-20,8,0,0.0
2020-09-21,8,0,0.0
2020-09-22,8,0,0.0
2020-09-23,8,0,0.0
2020-09-24,8,0,0.0
2020-09-25,8,0,0.0
2020-09-26,8,0,0.0
2020-09-27,8,0,0.0
2020-09-28,8,0,0.0
2020-09-29,8,0,0.0
2020-09-30,8,0,0.0
2020-10-01,8,0,0.0
2020-10-02,8,0,0.0
2020-10-03,8,0,0.0
2020-10-04,8,0,0.0
2020-10-05,8,0,0.0
2020-10-06,8,0,0.0
2020-10-07,8,0,0.0
2020-10-08,8,0,0.0
2020-10-09,8,0,0.0
2020-10-10,8,0,0.0
2020-10-11,8,0,0.0
2020-10-12,8,0,0.0
2020-10-13,8,0,0.0
2020-10-14,8,0,0.0
2020-10-15,8,0,0.0
2020-10-16,8,0,0.0
2020-10-17,8,0,0.0
2020-10-18,8,0,0.0
2020-10-19,8,0,0.0
2020-10-20,8,0,0.0
2020-10-21,8,0,0.0
2020-10-22,8,0,0.0
2020-10-23,8,0,0.0
2020-10-24,8,0,0.0
2020-10-25,8,0,0.0
2020-10-26,8,0,0.0
2020-10-27,8,0,0.0
2020-10-28,8,0,0.0
2020-10-29,8,0,0.0
2020-10-30,8,0,0.0
2020-10-31,9,1,0.14285714285714285
2020-11-01,9,0,0.14285714285714285
2020-11-02,9,0,0.14285714285714285
2020-11-03,9,0,0.14285714285714285
2020-11-04,9,0,0.14285714285714285
2020-11-05,9,0,0.14285714285714285
2020-11-06,10,1,0.2857142857142857
2020-11-07,10,0,0.14285714285714285
2020-11-08,10,0,0.14285714285714285
2020-11-09,10,0,0.14285714285714285
2020-11-10,11,1,0.2857142857142857
2020-11-11,11,0,0.2857142857142857
2020-11-12,11,0,0.2857142857142857
2020-11-13,11,0,0.14285714285714285
2020-11-14,11,0,0.14285714285714285
2020-11-15,11,0,0.14285714285714285
2020-11-16,11,0,0.14285714285714285
2020-11-17,11,0,0.0
2020-11-18,11,0,0.0
2020-11-19,11,0,0.0
2020-11-20,11,0,0.0
2020-11-21,13,2,0.2857142857142857
2020-11-22,13,0,0.2857142857142857
2020-11-23,14,1,0.42857142857142855
2020-11-24,14,0,0.42857142857142855
2020-11-25,14,0,0.42857142857142855
2020-11-26,14,0,0.42857142857142855
2020-11-27,14,0,0.42857142857142855
2020-11-28,14,0,0.14285714285714285
2020-11-29,14,0,0.14285714285714285
2020-11-30,14,0,0.0
2020-12-01,21,7,1.0
2020-12-02,26,5,1.7142857142857142
2020-12-03,26,0,1.7142857142857142
2020-12-04,27,1,1.8571428571428572
2020-12-05,27,0,1.8571428571428572
2020-12-06,27,0,1.8571428571428572
2020-12-07,28,1,2.0
2020-12-08,28,0,1.0
2020-12-09,28,0,0.2857142857142857
2020-12-10,32,4,0.8571428571428571
2020-12-11,32,0,0.7142857142857143
2020-12-12,34,2,1.0
2020-12-13,34,0,1.0
2020-12-14,34,0,0.8571428571428571
2020-12-15,39,5,1.5714285714285714
2020-12-16,39,0,1.5714285714285714
2020-12-17,40,1,1.1428571428571428
2020-12-18,41,1,1.2857142857142858
2020-12-19,41,0,1.0
2020-12-20,43,2,1.2857142857142858
2020-12-21,44,1,1.4285714285714286
2020-12-22,45,1,0.8571428571428571
2020-12-23,46,1,1.0
2020-12-24,49,3,1.2857142857142858
2020-12-25,49,0,1.1428571428571428
2020-12-26,49,0,1.1428571428571428
2020-12-27,49,0,0.8571428571428571
2020-12-28,49,0,0.7142857142857143
2020-12-29,49,0,0.5714285714285714
2020-12-30,54,5,1.1428571428571428
2020-12-31,57,3,1.1428571428571428
2021-01-01,57,0,1.1428571428571428
2021-01-02,58,1,1.2857142857142858
2021-01-03,58,0,1.2857142857142858
2021-01-04,58,0,1.2857142857142858
2021-01-05,62,4,1.8571428571428572
2021-01-06,62,0,1.1428571428571428
2021-01-07,74,12,2.4285714285714284
2021-01-08,78,4,3.0
2021-01-09,80,2,3.142857142857143
2021-01-10,80,0,3.142857142857143
2021-01-11,80,0,3.142857142857143
2021-01-12,80,0,2.5714285714285716
2021-01-13,83,3,3.0
2021-01-14,87,4,1.8571428571428572
2021-01-15,89,2,1.5714285714285714
2021-01-16,90,1,1.4285714285714286
2021-01-17,91,1,1.5714285714285714
2021-01-18,91,0,1.5714285714285714
2021-01-19,91,0,1.5714285714285714
2021-01-20,92,1,1.2857142857142858
2021-01-21,94,2,1.0
2021-01-22,96,2,1.0
2021-01-23,96,0,0.8571428571428571
2021-01-24,99,3,1.1428571428571428
2021-01-25,100,1,1.2857142857142858
2021-01-26,100,0,1.2857142857142858
2021-01-27,102,2,1.4285714285714286
2021-01-28,102,0,1.1428571428571428
2021-01-29,105,3,1.2857142857142858
2021-01-30,105,0,1.2857142857142858
2021-01-31,105,0,0.8571428571428571
2021-02-01,105,0,0.7142857142857143
2021-02-02,106,1,0.8571428571428571
2021-02-03,106,0,0.5714285714285714
2021-02-04,106,0,0.5714285714285714
2021-02-05,106,0,0.14285714285714285
2021-02-06,106,0,0.14285714285714285
2021-02-07,107,1,0.2857142857142857
2021-02-08,108,1,0.42857142857142855
2021-02-09,110,2,0.5714285714285714
2021-02-10,110,0,0.5714285714285714
2021-02-11,110,0,0.5714285714285714
2021-02-12,110,0,0.5714285714285714
2021-02-13,110,0,0.5714285714285714
2021-02-14,110,0,0.42857142857142855
2021-02-15,110,0,0.2857142857142857
2021-02-16,110,0,0.0
2021-02-17,111,1,0.14285714285714285
2021-02-18,111,0,0.14285714285714285
2021-02-19,114,3,0.5714285714285714
2021-02-20,114,0,0.5714285714285714
2021-02-21,114,0,0.5714285714285714
2021-02-22,114,0,0.5714285714285714
2021-02-23,114,0,0.5714285714285714
2021-02-24,114,0,0.42857142857142855
2021-02-25,114,0,0.42857142857142855
2021-02-26,114,0,0.0
2021-02-27,114,0,0.0
2021-02-28,114,0,0.0
2021-03-01,114,0,0.0
2021-03-02,115,1,0.14285714285714285
2021-03-03,115,0,0.14285714285714285
2021-03-04,115,0,0.14285714285714285
2021-03-05,116,1,0.2857142857142857
2021-03-06,116,0,0.2857142857142857
2021-03-07,116,0,0.2857142857142857
2021-03-08,116,0,0.2857142857142857
2021-03-09,116,0,0.14285714285714285
2021-03-10,116,0,0.14285714285714285
2021-03-11,116,0,0.14285714285714285
2021-03-12,116,0,0.0
2021-03-13,116,0,0.0
2021-03-14,116,0,0.0
2021-03-15,116,0,0.0
2021-03-16,116,0,0.0
2021-03-17,116,0,0.0
2021-03-18,116,0,0.0
2021-03-19,116,0,0.0
2021-03-20,118,2,0.2857142857142857
2021-03-21,118,0,0.2857142857142857
2021-03-22,119,1,0.42857142857142855
2021-03-23,119,0,0.42857142857142855
2021-03-24,119,0,0.42857142857142855
2021-03-25,121,2,0.7142857142857143
2021-03-26,121,0,0.7142857142857143
2021-03-27,122,1,0.5714285714285714
2021-03-28,122,0,0.5714285714285714
2021-03-29,122,0,0.42857142857142855
2021-03-30,122,0,0.42857142857142855
2021-03-31,122,0,0.42857142857142855
2021-04-01,122,0,0.14285714285714285
2021-04-02,122,0,0.14285714285714285
2021-04-03,122,0,0.0
2021-04-04,122,0,0.0
2021-04-05,122,0,0.0
2021-04-06,122,0,0.0
2021-04-07,122,0,0.0
2021-04-08,122,0,0.0
2021-04-09,122,0,0.0
2021-04-10,122,0,0.0
2021-04-11,122,0,0.0
2021-04-12,122,0,0.0
2021-04-13,122,0,0.0
2021-04-14,122,0,0.0
2021-04-15,122,0,0.0
2021-04-16,122,0,0.0
2021-04-17,122,0,0.0
2021-04-18,122,0,0.0
2021-04-19,122,0,0.0
2021-04-20,122,0,0.0
2021-04-21,122,0,0.0
2021-04-22,122,0,0.0
2021-04-23,122,0,0.0
2021-04-24,122,0,0.0
2021-04-25,122,0,0.0
2021-04-26,122,0,0.0
2021-04-27,123,1,0.14285714285714285
2021-04-28,123,0,0.14285714285714285
2021-04-29,123,0,0.14285714285714285
2021-04-30,123,0,0.14285714285714285
2021-05-01,123,0,0.14285714285714285
2021-05-02,123,0,0.14285714285714285
2021-05-03,123,0,0.14285714285714285
2021-05-04,123,0,0.0
2021-05-05,123,0,0.0
2021-05-06,123,0,0.0
2021-05-07,124,1,0.14285714285714285
2021-05-08,124,0,0.14285714285714285
2021-05-09,124,0,0.14285714285714285
2021-05-10,123,-1,0.0
2021-05-11,123,0,0.0
2021-05-12,123,0,0.0
2021-05-13,123,0,0.0
2021-05-14,123,0,-0.14285714285714285
2021-05-15,123,0,-0.14285714285714285
2021-05-16,123,0,-0.14285714285714285
2021-05-17,123,0,0.0
2021-05-18,123,0,0.0
2021-05-19,123,0,0.0
2021-05-20,123,0,0.0
2021-05-21,123,0,0.0
2021-05-22,123,0,0.0
2021-05-23,123,0,0.0
2021-05-24,123,0,0.0
2021-05-25,123,0,0.0
2021-05-26,123,0,0.0
2021-05-27,123,0,0.0
2021-05-28,123,0,0.0
2021-05-29,123,0,0.0
2021-05-30,123,0,0.0
2021-05-31,123,0,0.0
2021-06-01,123,0,0.0
2021-06-02,123,0,0.0
2021-06-03,123,0,0.0
2021-06-04,123,0,0.0
2021-06-05,123,0,0.0
2021-06-06,123,0,0.0
2021-06-07,124,1,0.14285714285714285
2021-06-08,124,0,0.14285714285714285
2021-06-09,124,0,0.14285714285714285
2021-06-10,124,0,0.14285714285714285
2021-06-11,124,0,0.14285714285714285
2021-06-12,124,0,0.14285714285714285
2021-06-13,124,0,0.14285714285714285
2021-06-14,124,0,0.0
2021-06-15,124,0,0.0
2021-06-16,124,0,0.0
2021-06-17,124,0,0.0
2021-06-18,124,0,0.0
2021-06-19,124,0,0.0
2021-06-20,124,0,0.0
2021-06-21,124,0,0.0
2021-06-22,124,0,0.0
2021-06-23,124,0,0.0
2021-06-24,124,0,0.0
2021-06-25,124,0,0.0
2021-06-26,124,0,0.0
2021-06-27,124,0,0.0
2021-06-28,124,0,0.0
2021-06-29,124,0,0.0
2021-06-30,124,0,0.0
2021-07-01,124,0,0.0
2021-07-02,124,0,0.0
2021-07-03,124,0,0.0
2021-07-04,124,0,0.0
2021-07-05,124,0,0.0
2021-07-06,124,0,0.0
2021-07-07,124,0,0.0
2021-07-08,124,0,0.0
2021-07-09,124,0,0.0
2021-07-10,124,0,0.0
2021-07-11,124,0,0.0
2021-07-12,124,0,0.0
2021-07-13,124,0,0.0
2021-07-14,124,0,0.0
2021-07-15,124,0,0.0
2021-07-16,124,0,0.0
2021-07-17,124,0,0.0
2021-07-18,124,0,0.0
2021-07-19,124,0,0.0
2021-07-20,124,0,0.0
2021-07-21,125,1,0.14285714285714285
2021-07-22,125,0,0.14285714285714285
2021-07-23,125,0,0.14285714285714285
2021-07-24,125,0,0.14285714285714285
2021-07-25,125,0,0.14285714285714285
2021-07-26,125,0,0.14285714285714285
2021-07-27,125,0,0.14285714285714285
2021-07-28,125,0,0.0
2021-07-29,125,0,0.0
2021-07-30,125,0,0.0
2021-07-31,125,0,0.0
2021-08-01,125,0,0.0
2021-08-02,125,0,0.0
2021-08-03,125,0,0.0
2021-08-04,125,0,0.0
2021-08-05,126,1,0.14285714285714285
2021-08-06,126,0,0.14285714285714285
2021-08-07,126,0,0.14285714285714285
2021-08-08,126,0,0.14285714285714285
2021-08-09,126,0,0.14285714285714285
2021-08-10,126,0,0.14285714285714285
2021-08-11,126,0,0.14285714285714285
2021-08-12,126,0,0.0
2021-08-13,126,0,0.0
2021-08-14,126,0,0.0
2021-08-15,126,0,0.0
2021-08-16,126,0,0.0
2021-08-17,126,0,0.0
2021-08-18,130,4,0.5714285714285714
2021-08-19,130,0,0.5714285714285714
2021-08-20,130,0,0.5714285714285714
2021-08-21,130,0,0.5714285714285714
2021-08-22,130,0,0.5714285714285714
2021-08-23,130,0,0.5714285714285714
2021-08-24,129,-1,0.42857142857142855
2021-08-25,130,1,0.0
2021-08-26,130,0,0.0
2021-08-27,130,0,0.0
2021-08-28,130,0,0.0
2021-08-29,130,0,0.0
2021-08-30,131,1,0.14285714285714285
2021-08-31,132,1,0.42857142857142855
2021-09-01,134,2,0.5714285714285714
2021-09-02,134,0,0.5714285714285714
2021-09-03,135,1,0.7142857142857143
2021-09-04,135,0,0.7142857142857143
2021-09-05,135,0,0.7142857142857143
2021-09-06,135,0,0.5714285714285714
2021-09-07,135,0,0.42857142857142855
2021-09-08,135,0,0.14285714285714285
2021-09-09,135,0,0.14285714285714285
2021-09-10,135,0,0.0
2021-09-11,135,0,0.0
2021-09-12,135,0,0.0
2021-09-13,136,1,0.14285714285714285
2021-09-14,136,0,0.14285714285714285
2021-09-15,137,1,0.2857142857142857
2021-09-16,137,0,0.2857142857142857
2021-09-17,137,0,0.2857142857142857
2021-09-18,137,0,0.2857142857142857
2021-09-19,137,0,0.2857142857142857
2021-09-20,137,0,0.14285714285714285
2021-09-21,140,3,0.5714285714285714
2021-09-22,141,1,0.5714285714285714
2021-09-23,142,1,0.7142857142857143
2021-09-24,142,0,0.7142857142857143
2021-09-25,142,0,0.7142857142857143
2021-09-26,142,0,0.7142857142857143
2021-09-27,143,1,0.8571428571428571
2021-09-28,144,1,0.5714285714285714
2021-09-29,144,0,0.42857142857142855
2021-09-30,146,2,0.5714285714285714
2021-10-01,146,0,0.5714285714285714
2021-10-02,146,0,0.5714285714285714
2021-10-03,146,0,0.5714285714285714
2021-10-04,146,0,0.42857142857142855
2021-10-05,147,1,0.42857142857142855
2021-10-06,147,0,0.42857142857142855
2021-10-07,149,2,0.42857142857142855
2021-10-08,148,-1,0.2857142857142857
2021-10-09,148,0,0.2857142857142857
2021-10-10,148,0,0.2857142857142857
2021-10-11,148,0,0.2857142857142857
2021-10-12,148,0,0.14285714285714285
2021-10-13,148,0,0.14285714285714285
2021-10-14,148,0,-0.14285714285714285
2021-10-15,149,1,0.14285714285714285
2021-10-16,149,0,0.14285714285714285
2021-10-17,149,0,0.14285714285714285
2021-10-18,149,0,0.14285714285714285
2021-10-19,149,0,0.14285714285714285
2021-10-20,149,0,0.14285714285714285
2021-10-21,150,1,0.2857142857142857
2021-10-22,150,0,0.14285714285714285
2021-10-23,150,0,0.14285714285714285
2021-10-24,150,0,0.14285714285714285
2021-10-25,150,0,0.14285714285714285
2021-10-26,150,0,0.14285714285714285
2021-10-27,153,3,0.5714285714285714
2021-10-28,154,1,0.5714285714285714
2021-10-29,154,0,0.5714285714285714
2021-10-30,154,0,0.5714285714285714
2021-10-31,154,0,0.5714285714285714
2021-11-01,156,2,0.8571428571428571
2021-11-02,156,0,0.8571428571428571
2021-11-03,156,0,0.42857142857142855
2021-11-04,157,1,0.42857142857142855
2021-11-05,157,0,0.42857142857142855
2021-11-06,157,0,0.42857142857142855
2021-11-07,157,0,0.42857142857142855
2021-11-08,163,6,1.0
2021-11-09,161,-2,0.7142857142857143
2021-11-10,161,0,0.7142857142857143
2021-11-11,161,0,0.5714285714285714
2021-11-12,161,0,0.5714285714285714
2021-11-13,161,0,0.5714285714285714
2021-11-14,161,0,0.5714285714285714
2021-11-15,163,2,0.0
2021-11-16,164,1,0.42857142857142855
2021-11-17,164,0,0.42857142857142855
2021-11-18,164,0,0.42857142857142855
2021-11-19,164,0,0.42857142857142855
2021-11-20,164,0,0.42857142857142855
2021-11-21,164,0,0.42857142857142855
2021-11-22,166,2,0.42857142857142855
2021-11-23,167,1,0.42857142857142855
2021-11-24,168,1,0.5714285714285714
2021-11-25,168,0,0.5714285714285714
2021-11-26,168,0,0.5714285714285714
2021-11-27,168,0,0.5714285714285714
2021-11-28,168,0,0.5714285714285714
2021-11-29,169,1,0.42857142857142855
2021-11-30,171,2,0.5714285714285714
2021-12-01,172,1,0.5714285714285714
2021-12-02,173,1,0.7142857142857143
2021-12-03,173,0,0.7142857142857143
2021-12-04,173,0,0.7142857142857143
2021-12-05,173,0,0.7142857142857143
2021-12-06,173,0,0.5714285714285714
2021-12-07,175,2,0.5714285714285714
2021-12-08,175,0,0.42857142857142855
2021-12-09,175,0,0.2857142857142857
2021-12-10,175,0,0.2857142857142857
2021-12-11,175,0,0.2857142857142857
2021-12-12,175,0,0.2857142857142857
2021-12-13,175,0,0.2857142857142857
2021-12-14,175,0,0.0
2021-12-15,176,1,0.14285714285714285
2021-12-16,177,1,0.2857142857142857
2021-12-17,177,0,0.2857142857142857
2021-12-18,177,0,0.2857142857142857
2021-12-19,177,0,0.2857142857142857
2021-12-20,178,1,0.42857142857142855
2021-12-21,178,0,0.42857142857142855
2021-12-22,178,0,0.2857142857142857
2021-12-23,178,0,0.14285714285714285
2021-12-24,178,0,0.14285714285714285
2021-12-25,178,0,0.14285714285714285
2021-12-26,178,0,0.14285714285714285
2021-12-27,179,1,0.14285714285714285
2021-12-28,179,0,0.14285714285714285
2021-12-29,179,0,0.14285714285714285
2021-12-30,180,1,0.2857142857142857
2021-12-31,180,0,0.2857142857142857
