date,active_cases,daily_deaths
2020-03-12,1.0,0
2020-03-13,1.0,0
2020-03-14,1.0,0
2020-03-15,1.0,0
2020-03-16,1.0,0
2020-03-17,1.0,0
2020-03-18,1.0,0
2020-03-19,2.0,0
2020-03-20,3.0,0
2020-03-21,3.0,0
2020-03-22,3.0,0
2020-03-23,3.0,0
2020-03-24,3.0,0
2020-03-25,3.0,0
2020-03-26,3.0,0
2020-03-27,3.0,0
2020-03-28,4.0,0
2020-03-29,4.0,0
2020-03-30,4.0,0
2020-03-31,4.0,0
2020-04-01,4.0,0
2020-04-02,6.0,0
2020-04-03,6.0,0
2020-04-04,7.0,0
2020-04-05,7.0,0
2020-04-06,8.0,0
2020-04-07,10.0,0
2020-04-08,11.0,0
2020-04-09,10.0,0
2020-04-10,12.0,0
2020-04-11,11.0,0
2020-04-12,11.0,0
2020-04-13,17.0,0
2020-04-14,18.0,0
2020-04-15,20.0,0
2020-04-16,18.0,0
2020-04-17,18.0,0
2020-04-18,18.0,0
2020-04-19,18.0,0
2020-04-20,17.0,0
2020-04-21,15.0,0
2020-04-22,14.0,1
2020-04-23,19.0,0
2020-04-24,17.0,0
2020-04-25,18.0,0
2020-04-26,21.0,0
2020-04-27,17.0,0
2020-04-28,21.0,0
2020-04-29,19.0,0
2020-04-30,19.0,0
2020-05-01,20.0,0
2020-05-02,20.0,0
2020-05-03,20.0,0
2020-05-04,20.0,0
2020-05-05,23.0,0
2020-05-06,23.0,0
2020-05-07,18.0,0
2020-05-08,18.0,0
2020-05-09,17.0,0
2020-05-10,18.0,1
2020-05-11,16.0,0
2020-05-12,12.0,0
2020-05-13,14.0,0
2020-05-14,13.0,0
2020-05-15,11.0,0
2020-05-16,10.0,0
2020-05-17,10.0,0
2020-05-18,23.0,0
2020-05-19,24.0,1
2020-05-20,26.0,0
2020-05-21,30.0,0
2020-05-22,32.0,1
2020-05-23,32.0,0
2020-05-24,30.0,0
2020-05-25,31.0,0
2020-05-26,34.0,0
2020-05-27,32.0,0
2020-05-28,33.0,0
2020-05-29,36.0,0
2020-05-30,37.0,0
2020-05-31,37.0,0
2020-06-01,27.0,0
2020-06-02,24.0,0
2020-06-03,22.0,0
2020-06-04,18.0,0
2020-06-05,19.0,1
2020-06-06,24.0,0
2020-06-07,24.0,0
2020-06-08,24.0,0
2020-06-09,21.0,0
2020-06-10,24.0,0
2020-06-11,24.0,0
2020-06-12,21.0,0
2020-06-13,20.0,0
2020-06-14,23.0,0
2020-06-15,25.0,0
2020-06-16,25.0,0
2020-06-17,25.0,0
2020-06-18,25.0,0
2020-06-19,24.0,0
2020-06-20,19.0,0
2020-06-21,18.0,0
2020-06-22,18.0,0
2020-06-23,21.0,0
2020-06-24,20.0,0
2020-06-25,24.0,0
2020-06-26,31.0,0
2020-06-27,32.0,0
2020-06-28,31.0,0
2020-06-29,28.0,0
2020-06-30,27.0,0
2020-07-01,31.0,0
2020-07-02,42.0,0
2020-07-03,41.0,0
2020-07-04,46.0,0
2020-07-05,53.0,0
2020-07-06,54.0,0
2020-07-07,53.0,1
2020-07-08,51.0,0
2020-07-09,55.0,0
2020-07-10,54.0,0
2020-07-11,61.0,0
2020-07-12,64.0,0
2020-07-13,69.0,0
2020-07-14,78.0,0
2020-07-15,75.0,0
2020-07-16,64.0,0
2020-07-17,73.0,0
2020-07-18,76.0,0
2020-07-19,71.0,0
2020-07-20,70.0,0
2020-07-21,73.0,0
2020-07-22,75.0,1
2020-07-23,73.0,0
2020-07-24,67.0,0
2020-07-25,67.0,0
2020-07-26,67.0,0
2020-07-27,60.0,0
2020-07-28,59.0,0
2020-07-29,70.0,0
2020-07-30,73.0,0
2020-07-31,65.0,0
2020-08-01,66.0,0
2020-08-02,68.0,0
2020-08-03,67.0,0
2020-08-04,65.0,1
2020-08-05,65.0,0
2020-08-06,61.0,0
2020-08-07,63.0,0
2020-08-08,77.0,0
2020-08-09,75.0,0
2020-08-10,75.0,0
2020-08-11,69.0,0
2020-08-12,64.0,0
2020-08-13,68.0,0
2020-08-14,69.0,0
2020-08-15,74.0,0
2020-08-16,69.0,0
2020-08-17,72.0,0
2020-08-18,68.0,0
2020-08-19,71.0,0
2020-08-20,68.0,0
2020-08-21,67.0,0
2020-08-22,54.0,0
2020-08-23,54.0,0
2020-08-24,54.0,0
2020-08-25,55.0,0
2020-08-26,53.0,0
2020-08-27,48.0,0
2020-08-28,50.0,0
2020-08-29,37.0,0
2020-08-30,39.0,0
2020-08-31,36.0,0
2020-09-01,39.0,0
2020-09-02,38.0,0
2020-09-03,50.0,0
2020-09-04,49.0,0
2020-09-05,43.0,0
2020-09-06,42.0,0
2020-09-07,51.0,0
2020-09-08,53.0,0
2020-09-09,50.0,0
2020-09-10,56.0,0
2020-09-11,58.0,0
2020-09-12,60.0,0
2020-09-13,61.0,0
2020-09-14,63.0,0
2020-09-15,79.0,0
2020-09-16,79.0,0
2020-09-17,76.0,0
2020-09-18,77.0,0
2020-09-19,74.0,0
2020-09-20,74.0,0
2020-09-21,65.0,0
2020-09-22,64.0,0
2020-09-23,69.0,0
2020-09-24,61.0,0
2020-09-25,54.0,0
2020-09-26,54.0,0
2020-09-27,52.0,0
2020-09-28,53.0,0
2020-09-29,34.0,0
2020-09-30,43.0,0
2020-10-01,38.0,0
2020-10-02,41.0,0
2020-10-03,44.0,0
2020-10-04,43.0,0
2020-10-05,43.0,0
2020-10-06,43.0,0
2020-10-07,45.0,0
2020-10-08,49.0,0
2020-10-09,52.0,0
2020-10-10,57.0,0
2020-10-11,62.0,0
2020-10-12,65.0,0
2020-10-13,75.0,0
2020-10-14,70.0,0
2020-10-15,77.0,0
2020-10-16,81.0,0
2020-10-17,90.0,0
2020-10-18,91.0,0
2020-10-19,97.0,0
2020-10-20,106.0,0
2020-10-21,97.0,0
2020-10-22,114.0,0
2020-10-23,120.0,0
2020-10-24,124.0,0
2020-10-25,124.0,0
2020-10-26,125.0,0
2020-10-27,124.0,0
2020-10-28,142.0,0
2020-10-29,131.0,0
2020-10-30,143.0,0
2020-10-31,138.0,1
2020-11-01,136.0,0
2020-11-02,143.0,0
2020-11-03,157.0,0
2020-11-04,157.0,0
2020-11-05,148.0,0
2020-11-06,167.0,1
2020-11-07,258.0,0
2020-11-08,252.0,0
2020-11-09,252.0,0
2020-11-10,252.0,1
2020-11-11,237.0,0
2020-11-12,256.0,0
2020-11-13,248.0,0
2020-11-14,241.0,0
2020-11-15,256.0,0
2020-11-16,635.0,0
2020-11-17,644.0,0
2020-11-18,644.0,0
2020-11-19,698.0,0
2020-11-20,670.0,0
2020-11-21,618.0,2
2020-11-22,635.0,0
2020-11-23,641.0,1
2020-11-24,1167.0,0
2020-11-25,1236.0,0
2020-11-26,1217.0,0
2020-11-27,1205.0,0
2020-11-28,1205.0,0
2020-11-29,1357.0,0
2020-11-30,1079.0,0
2020-12-01,1105.0,7
2020-12-02,1209.0,5
2020-12-03,1200.0,0
2020-12-04,1241.0,1
2020-12-05,1190.0,0
2020-12-06,1284.0,0
2020-12-07,1367.0,1
2020-12-08,1158.0,0
2020-12-09,1087.0,0
2020-12-10,1330.0,4
2020-12-11,1419.0,0
2020-12-12,1524.0,2
2020-12-13,1474.0,0
2020-12-14,1450.0,0
2020-12-15,1444.0,5
2020-12-16,1340.0,0
2020-12-17,1640.0,1
2020-12-18,1699.0,1
2020-12-19,1699.0,0
2020-12-20,1619.0,2
2020-12-21,1567.0,1
2020-12-22,1291.0,1
2020-12-23,1345.0,1
2020-12-24,1142.0,3
2020-12-25,1053.0,0
2020-12-26,967.0,0
2020-12-27,850.0,0
2020-12-28,801.0,0
2020-12-29,864.0,0
2020-12-30,917.0,5
2020-12-31,631.0,3
2021-01-01,531.0,0
2021-01-02,600.0,1
2021-01-03,602.0,0
2021-01-04,582.0,0
2021-01-05,540.0,4
2021-01-06,517.0,0
2021-01-07,514.0,12
2021-01-08,561.0,4
2021-01-09,560.0,2
2021-01-10,601.0,0
2021-01-11,570.0,0
2021-01-12,451.0,0
2021-01-13,506.0,3
2021-01-14,459.0,4
2021-01-15,469.0,2
2021-01-16,415.0,1
2021-01-17,397.0,1
2021-01-18,373.0,0
2021-01-19,365.0,0
2021-01-20,353.0,1
2021-01-21,381.0,2
2021-01-22,341.0,2
2021-01-23,323.0,0
2021-01-24,304.0,3
2021-01-25,307.0,1
2021-01-26,311.0,0
2021-01-27,209.0,2
2021-01-28,202.0,0
2021-01-29,204.0,3
2021-01-30,200.0,0
2021-01-31,196.0,0
2021-02-01,199.0,0
2021-02-02,205.0,1
2021-02-03,185.0,0
2021-02-04,129.0,0
2021-02-05,132.0,0
2021-02-06,138.0,0
2021-02-07,118.0,1
2021-02-08,110.0,1
2021-02-09,113.0,2
2021-02-10,115.0,0
2021-02-11,103.0,0
2021-02-12,94.0,0
2021-02-13,83.0,0
2021-02-14,94.0,0
2021-02-15,91.0,0
2021-02-16,88.0,0
2021-02-17,85.0,1
2021-02-18,84.0,0
2021-02-19,82.0,3
2021-02-20,76.0,0
2021-02-21,82.0,0
2021-02-22,83.0,0
2021-02-23,86.0,0
2021-02-24,86.0,0
2021-02-25,81.0,0
2021-02-26,100.0,0
2021-02-27,100.0,0
2021-02-28,88.0,0
2021-03-01,96.0,0
2021-03-02,100.0,1
2021-03-03,104.0,0
2021-03-04,108.0,0
2021-03-05,111.0,1
2021-03-06,111.0,0
2021-03-07,107.0,0
2021-03-08,101.0,0
2021-03-09,101.0,0
2021-03-10,100.0,0
2021-03-11,103.0,0
2021-03-12,89.0,0
2021-03-13,92.0,0
2021-03-14,82.0,0
2021-03-15,79.0,0
2021-03-16,77.0,0
2021-03-17,70.0,0
2021-03-18,65.0,0
2021-03-19,63.0,0
2021-03-20,70.0,2
2021-03-21,66.0,0
2021-03-22,75.0,1
2021-03-23,72.0,0
2021-03-24,74.0,0
2021-03-25,170.0,2
2021-03-26,164.0,0
2021-03-27,166.0,1
2021-03-28,166.0,0
2021-03-29,182.0,0
2021-03-30,183.0,0
2021-03-31,187.0,0
2021-04-01,193.0,0
2021-04-02,189.0,0
2021-04-03,192.0,0
2021-04-04,192.0,0
2021-04-05,198.0,0
2021-04-06,201.0,0
2021-04-07,200.0,0
2021-04-08,103.0,0
2021-04-09,111.0,0
2021-04-10,114.0,0
2021-04-11,114.0,0
2021-04-12,121.0,0
2021-04-13,127.0,0
2021-04-14,130.0,0
2021-04-15,127.0,0
2021-04-16,133.0,0
2021-04-17,123.0,0
2021-04-18,123.0,0
2021-04-19,117.0,0
2021-04-20,127.0,0
2021-04-21,128.0,0
2021-04-22,134.0,0
2021-04-23,135.0,0
2021-04-24,127.0,0
2021-04-25,127.0,0
2021-04-26,99.0,0
2021-04-27,111.0,1
2021-04-28,111.0,0
2021-04-29,103.0,0
2021-04-30,100.0,0
2021-05-01,100.0,0
2021-05-02,100.0,0
2021-05-03,100.0,0
2021-05-04,91.0,0
2021-05-05,85.0,0
2021-05-06,82.0,0
2021-05-07,77.0,1
2021-05-08,77.0,0
2021-05-09,77.0,0
2021-05-10,88.0,-1
2021-05-11,76.0,0
2021-05-12,68.0,0
2021-05-13,69.0,0
2021-05-14,67.0,0
2021-05-15,67.0,0
2021-05-16,67.0,0
2021-05-17,62.0,0
2021-05-18,57.0,0
2021-05-19,55.0,0
2021-05-20,55.0,0
2021-05-21,52.0,0
2021-05-22,52.0,0
2021-05-23,52.0,0
2021-05-24,47.0,0
2021-05-25,41.0,0
2021-05-26,41.0,0
2021-05-27,41.0,0
2021-05-28,47.0,0
2021-05-29,47.0,0
2021-05-30,47.0,0
2021-05-31,43.0,0
2021-06-01,40.0,0
2021-06-02,46.0,0
2021-06-03,43.0,0
2021-06-04,46.0,0
2021-06-05,46.0,0
2021-06-06,46.0,0
2021-06-07,43.0,1
2021-06-08,44.0,0
2021-06-09,46.0,0
2021-06-10,46.0,0
2021-06-11,42.0,0
2021-06-12,42.0,0
2021-06-13,42.0,0
2021-06-14,44.0,0
2021-06-15,44.0,0
2021-06-16,38.0,0
2021-06-17,38.0,0
2021-06-18,32.0,0
2021-06-19,32.0,0
2021-06-20,32.0,0
2021-06-21,35.0,0
2021-06-22,38.0,0
2021-06-23,36.0,0
2021-06-24,36.0,0
2021-06-25,33.0,0
2021-06-26,33.0,0
2021-06-27,33.0,0
2021-06-28,34.0,0
2021-06-29,38.0,0
2021-06-30,39.0,0
2021-07-01,37.0,0
2021-07-02,38.0,0
2021-07-03,38.0,0
2021-07-04,38.0,0
2021-07-05,32.0,0
2021-07-06,24.0,0
2021-07-07,33.0,0
2021-07-08,31.0,0
2021-07-09,28.0,0
2021-07-10,28.0,0
2021-07-11,28.0,0
2021-07-12,26.0,0
2021-07-13,24.0,0
2021-07-14,23.0,0
2021-07-15,26.0,0
2021-07-16,30.0,0
2021-07-17,30.0,0
2021-07-18,30.0,0
2021-07-19,34.0,0
2021-07-20,51.0,0
2021-07-21,44.0,1
2021-07-22,49.0,0
2021-07-23,56.0,0
2021-07-24,56.0,0
2021-07-25,56.0,0
2021-07-26,66.0,0
2021-07-27,68.0,0
2021-07-28,80.0,0
2021-07-29,88.0,0
2021-07-30,92.0,0
2021-07-31,92.0,0
2021-08-01,92.0,0
2021-08-02,100.0,0
2021-08-03,114.0,0
2021-08-04,117.0,0
2021-08-05,129.0,1
2021-08-06,140.0,0
2021-08-07,140.0,0
2021-08-08,140.0,0
2021-08-09,155.0,0
2021-08-10,204.0,0
2021-08-11,205.0,0
2021-08-12,214.0,0
2021-08-13,239.0,0
2021-08-14,239.0,0
2021-08-15,239.0,0
2021-08-16,245.0,0
2021-08-17,266.0,0
2021-08-18,277.0,4
2021-08-19,297.0,0
2021-08-20,300.0,0
2021-08-21,300.0,0
2021-08-22,300.0,0
2021-08-23,309.0,0
2021-08-24,314.0,-1
2021-08-25,339.0,1
2021-08-26,347.0,0
2021-08-27,349.0,0
2021-08-28,349.0,0
2021-08-29,349.0,0
2021-08-30,377.0,1
2021-08-31,424.0,1
2021-09-01,427.0,2
2021-09-02,420.0,0
2021-09-03,460.0,1
2021-09-04,460.0,0
2021-09-05,460.0,0
2021-09-06,425.0,0
2021-09-07,406.0,0
2021-09-08,481.0,0
2021-09-09,487.0,0
2021-09-10,497.0,0
2021-09-11,497.0,0
2021-09-12,497.0,0
2021-09-13,487.0,1
2021-09-14,479.0,0
2021-09-15,460.0,1
2021-09-16,464.0,0
2021-09-17,444.0,0
2021-09-18,444.0,0
2021-09-19,444.0,0
2021-09-20,487.0,0
2021-09-21,504.0,3
2021-09-22,408.0,1
2021-09-23,400.0,1
2021-09-24,380.0,0
2021-09-25,380.0,0
2021-09-26,380.0,0
2021-09-27,370.0,1
2021-09-28,324.0,1
2021-09-29,334.0,0
2021-09-30,316.0,2
2021-10-01,286.0,0
2021-10-02,286.0,0
2021-10-03,286.0,0
2021-10-04,281.0,0
2021-10-05,253.0,1
2021-10-06,321.0,0
2021-10-07,300.0,2
2021-10-08,285.0,-1
2021-10-09,285.0,0
2021-10-10,285.0,0
2021-10-11,296.0,0
2021-10-12,323.0,0
2021-10-13,336.0,0
2021-10-14,327.0,0
2021-10-15,328.0,1
2021-10-16,328.0,0
2021-10-17,328.0,0
2021-10-18,298.0,0
2021-10-19,330.0,0
2021-10-20,251.0,0
2021-10-21,260.0,1
2021-10-22,263.0,0
2021-10-23,263.0,0
2021-10-24,263.0,0
2021-10-25,242.0,0
2021-10-26,215.0,0
2021-10-27,201.0,3
2021-10-28,205.0,1
2021-10-29,191.0,0
2021-10-30,191.0,0
2021-10-31,191.0,0
2021-11-01,199.0,2
2021-11-02,187.0,0
2021-11-03,238.0,0
2021-11-04,306.0,1
2021-11-05,309.0,0
2021-11-06,309.0,0
2021-11-07,309.0,0
2021-11-08,316.0,6
2021-11-09,302.0,-2
2021-11-10,308.0,0
2021-11-11,296.0,0
2021-11-12,322.0,0
2021-11-13,322.0,0
2021-11-14,322.0,0
2021-11-15,345.0,2
2021-11-16,345.0,1
2021-11-17,303.0,0
2021-11-18,231.0,0
2021-11-19,232.0,0
2021-11-20,232.0,0
2021-11-21,232.0,0
2021-11-22,228.0,2
2021-11-23,223.0,1
2021-11-24,213.0,1
2021-11-25,213.0,0
2021-11-26,187.0,0
2021-11-27,187.0,0
2021-11-28,187.0,0
2021-11-29,176.0,1
2021-11-30,165.0,2
2021-12-01,162.0,1
2021-12-02,169.0,1
2021-12-03,164.0,0
2021-12-04,164.0,0
2021-12-05,164.0,0
2021-12-06,157.0,0
2021-12-07,156.0,2
2021-12-08,153.0,0
2021-12-09,167.0,0
2021-12-10,167.0,0
2021-12-11,167.0,0
2021-12-12,167.0,0
2021-12-13,162.0,0
2021-12-14,153.0,0
2021-12-15,152.0,1
2021-12-16,154.0,1
2021-12-17,150.0,0
2021-12-18,150.0,0
2021-12-19,150.0,0
2021-12-20,142.0,1
2021-12-21,152.0,0
2021-12-22,165.0,0
2021-12-23,158.0,0
2021-12-24,158.0,0
2021-12-25,158.0,0
2021-12-26,158.0,0
2021-12-27,143.0,1
2021-12-28,153.0,0
2021-12-29,153.0,0
2021-12-30,152.0,1
2021-12-31,143.0,0
