date_T,date_T_minus_20,active_deaths_T,active_cases_T_minus_20,P_ID_estimate
2021-02-07,2021-01-18,0,313.0,0.0
2021-02-08,2021-01-19,0,299.0,0.0
2021-02-09,2021-01-20,0,300.0,0.0
2021-02-10,2021-01-21,0,299.0,0.0
2021-02-11,2021-01-22,0,317.0,0.0
2021-02-12,2021-01-23,0,302.0,0.0
2021-02-13,2021-01-24,1,294.0,0.003401360544217687
2021-02-14,2021-01-25,0,302.0,0.0
2021-02-15,2021-01-26,0,300.0,0.0
2021-02-16,2021-01-27,1,302.0,0.0033112582781456954
2021-02-17,2021-01-28,1,295.0,0.003389830508474576
2021-02-18,2021-01-29,0,283.0,0.0
2021-02-19,2021-01-30,0,254.0,0.0
2021-02-20,2021-01-31,0,252.0,0.0
2021-02-21,2021-02-01,0,233.0,0.0
2021-02-22,2021-02-02,0,235.0,0.0
2021-02-23,2021-02-03,0,216.0,0.0
2021-02-24,2021-02-04,0,171.0,0.0
2021-02-25,2021-02-05,0,151.0,0.0
2021-02-26,2021-02-06,1,141.0,0.0070921985815602835
2021-02-27,2021-02-07,1,135.0,0.007407407407407408
2021-02-28,2021-02-08,0,120.0,0.0
2021-03-01,2021-02-09,0,110.0,0.0
2021-03-02,2021-02-10,0,91.0,0.0
2021-03-03,2021-02-11,0,84.0,0.0
2021-03-04,2021-02-12,0,68.0,0.0
2021-03-05,2021-02-13,0,66.0,0.0
2021-03-06,2021-02-14,0,84.0,0.0
2021-03-07,2021-02-15,0,82.0,0.0
2021-03-08,2021-02-16,0,78.0,0.0
2021-03-09,2021-02-17,0,80.0,0.0
2021-03-10,2021-02-18,0,74.0,0.0
2021-03-11,2021-02-19,0,67.0,0.0
2021-03-12,2021-02-20,0,58.0,0.0
2021-03-13,2021-02-21,1,55.0,0.01818181818181818
2021-03-14,2021-02-22,0,53.0,0.0
2021-03-15,2021-02-23,0,49.0,0.0
2021-03-16,2021-02-24,1,60.0,0.016666666666666666
2021-03-17,2021-02-25,0,80.0,0.0
2021-03-18,2021-02-26,0,97.0,0.0
2021-03-19,2021-02-27,0,115.0,0.0
2021-03-20,2021-02-28,0,105.0,0.0
2021-03-21,2021-03-01,0,103.0,0.0
2021-03-22,2021-03-02,0,102.0,0.0
2021-03-23,2021-03-03,0,98.0,0.0
2021-03-24,2021-03-04,0,107.0,0.0
2021-03-25,2021-03-05,0,107.0,0.0
2021-03-26,2021-03-06,0,110.0,0.0
2021-03-27,2021-03-07,0,112.0,0.0
2021-03-28,2021-03-08,0,111.0,0.0
2021-03-29,2021-03-09,0,112.0,0.0
2021-03-30,2021-03-10,0,101.0,0.0
2021-03-31,2021-03-11,0,80.0,0.0
2021-04-01,2021-03-12,0,59.0,0.0
2021-04-02,2021-03-13,0,40.0,0.0
2021-04-03,2021-03-14,0,27.0,0.0
2021-04-04,2021-03-15,0,27.0,0.0
2021-04-05,2021-03-16,0,28.0,0.0
2021-04-06,2021-03-17,0,35.0,0.0
2021-04-07,2021-03-18,0,28.0,0.0
2021-04-08,2021-03-19,0,30.0,0.0
2021-04-09,2021-03-20,0,25.0,0.0
2021-04-10,2021-03-21,0,22.0,0.0
2021-04-11,2021-03-22,0,22.0,0.0
2021-04-12,2021-03-23,0,21.0,0.0
2021-04-13,2021-03-24,1,24.0,0.041666666666666664
2021-04-14,2021-03-25,0,23.0,0.0
2021-04-15,2021-03-26,0,22.0,0.0
2021-04-16,2021-03-27,0,18.0,0.0
2021-04-17,2021-03-28,0,18.0,0.0
2021-04-18,2021-03-29,0,18.0,0.0
2021-04-19,2021-03-30,0,18.0,0.0
2021-04-20,2021-03-31,0,9.0,0.0
2021-04-21,2021-04-01,0,7.0,0.0
2021-04-22,2021-04-02,0,5.0,0.0
2021-04-23,2021-04-03,0,7.0,0.0
2021-04-24,2021-04-04,0,7.0,0.0
2021-04-25,2021-04-05,0,8.0,0.0
2021-04-26,2021-04-06,0,13.0,0.0
2021-04-27,2021-04-07,0,15.0,0.0
2021-04-28,2021-04-08,0,15.0,0.0
2021-04-29,2021-04-09,0,15.0,0.0
2021-04-30,2021-04-10,0,16.0,0.0
2021-05-01,2021-04-11,0,17.0,0.0
2021-05-02,2021-04-12,0,17.0,0.0
2021-05-03,2021-04-13,0,17.0,0.0
2021-05-04,2021-04-14,0,20.0,0.0
2021-05-05,2021-04-15,0,24.0,0.0
2021-05-06,2021-04-16,0,27.0,0.0
2021-05-07,2021-04-17,0,32.0,0.0
2021-05-08,2021-04-18,0,32.0,0.0
2021-05-09,2021-04-19,0,31.0,0.0
2021-05-10,2021-04-20,0,27.0,0.0
2021-05-11,2021-04-21,0,22.0,0.0
2021-05-12,2021-04-22,1,20.0,0.05
2021-05-13,2021-04-23,0,22.0,0.0
2021-05-14,2021-04-24,0,21.0,0.0
2021-05-15,2021-04-25,0,20.0,0.0
2021-05-16,2021-04-26,0,23.0,0.0
2021-05-17,2021-04-27,0,22.0,0.0
2021-05-18,2021-04-28,0,23.0,0.0
2021-05-19,2021-04-29,0,21.0,0.0
2021-05-20,2021-04-30,0,22.0,0.0
2021-05-21,2021-05-01,0,17.0,0.0
2021-05-22,2021-05-02,0,17.0,0.0
2021-05-23,2021-05-03,0,20.0,0.0
2021-05-24,2021-05-04,1,23.0,0.043478260869565216
2021-05-25,2021-05-05,0,21.0,0.0
2021-05-26,2021-05-06,0,25.0,0.0
2021-05-27,2021-05-07,0,23.0,0.0
2021-05-28,2021-05-08,0,23.0,0.0
2021-05-29,2021-05-09,0,23.0,0.0
2021-05-30,2021-05-10,0,27.0,0.0
2021-05-31,2021-05-11,0,29.0,0.0
2021-06-01,2021-05-12,0,25.0,0.0
2021-06-02,2021-05-13,0,30.0,0.0
2021-06-03,2021-05-14,0,28.0,0.0
2021-06-04,2021-05-15,0,28.0,0.0
2021-06-05,2021-05-16,0,28.0,0.0
2021-06-06,2021-05-17,0,26.0,0.0
2021-06-07,2021-05-18,0,29.0,0.0
2021-06-08,2021-05-19,1,45.0,0.022222222222222223
2021-06-09,2021-05-20,0,46.0,0.0
2021-06-10,2021-05-21,0,45.0,0.0
2021-06-11,2021-05-22,0,45.0,0.0
2021-06-12,2021-05-23,0,45.0,0.0
2021-06-13,2021-05-24,0,38.0,0.0
2021-06-14,2021-05-25,0,50.0,0.0
2021-06-15,2021-05-26,0,51.0,0.0
2021-06-16,2021-05-27,0,50.0,0.0
2021-06-17,2021-05-28,1,50.0,0.02
2021-06-18,2021-05-29,0,50.0,0.0
2021-06-19,2021-05-30,0,50.0,0.0
2021-06-20,2021-05-31,0,51.0,0.0
2021-06-21,2021-06-01,0,44.0,0.0
2021-06-22,2021-06-02,1,30.0,0.03333333333333333
2021-06-23,2021-06-03,0,32.0,0.0
2021-06-24,2021-06-04,0,32.0,0.0
2021-06-25,2021-06-05,0,32.0,0.0
2021-06-26,2021-06-06,0,32.0,0.0
2021-06-27,2021-06-07,0,37.0,0.0
2021-06-28,2021-06-08,0,23.0,0.0
2021-06-29,2021-06-09,0,22.0,0.0
2021-06-30,2021-06-10,0,16.0,0.0
2021-07-01,2021-06-11,0,21.0,0.0
2021-07-02,2021-06-12,0,21.0,0.0
2021-07-03,2021-06-13,0,21.0,0.0
2021-07-04,2021-06-14,0,25.0,0.0
2021-07-05,2021-06-15,0,26.0,0.0
2021-07-06,2021-06-16,1,26.0,0.038461538461538464
2021-07-07,2021-06-17,0,20.0,0.0
2021-07-08,2021-06-18,0,25.0,0.0
2021-07-09,2021-06-19,0,25.0,0.0
2021-07-10,2021-06-20,0,25.0,0.0
2021-07-11,2021-06-21,0,21.0,0.0
2021-07-12,2021-06-22,0,22.0,0.0
2021-07-13,2021-06-23,0,22.0,0.0
2021-07-14,2021-06-24,0,23.0,0.0
2021-07-15,2021-06-25,0,19.0,0.0
2021-07-16,2021-06-26,0,19.0,0.0
2021-07-17,2021-06-27,0,19.0,0.0
2021-07-18,2021-06-28,0,14.0,0.0
2021-07-19,2021-06-29,0,16.0,0.0
2021-07-20,2021-06-30,0,16.0,0.0
2021-07-21,2021-07-01,0,18.0,0.0
2021-07-22,2021-07-02,0,23.0,0.0
2021-07-23,2021-07-03,0,23.0,0.0
2021-07-24,2021-07-04,0,23.0,0.0
2021-07-25,2021-07-05,0,22.0,0.0
2021-07-26,2021-07-06,0,31.0,0.0
2021-07-27,2021-07-07,0,31.0,0.0
2021-07-28,2021-07-08,0,32.0,0.0
2021-07-29,2021-07-09,0,31.0,0.0
2021-07-30,2021-07-10,0,31.0,0.0
2021-07-31,2021-07-11,0,31.0,0.0
2021-08-01,2021-07-12,0,31.0,0.0
2021-08-02,2021-07-13,1,28.0,0.03571428571428571
2021-08-03,2021-07-14,0,30.0,0.0
2021-08-04,2021-07-15,0,27.0,0.0
2021-08-05,2021-07-16,0,17.0,0.0
2021-08-06,2021-07-17,0,17.0,0.0
2021-08-07,2021-07-18,0,17.0,0.0
2021-08-08,2021-07-19,0,27.0,0.0
2021-08-09,2021-07-20,0,18.0,0.0
2021-08-10,2021-07-21,0,26.0,0.0
2021-08-11,2021-07-22,0,37.0,0.0
2021-08-12,2021-07-23,0,54.0,0.0
2021-08-13,2021-07-24,1,54.0,0.018518518518518517
2021-08-14,2021-07-25,0,54.0,0.0
2021-08-15,2021-07-26,0,84.0,0.0
2021-08-16,2021-07-27,0,88.0,0.0
2021-08-17,2021-07-28,1,94.0,0.010638297872340425
2021-08-18,2021-07-29,0,124.0,0.0
2021-08-19,2021-07-30,0,130.0,0.0
2021-08-20,2021-07-31,0,130.0,0.0
2021-08-21,2021-08-01,0,130.0,0.0
2021-08-22,2021-08-02,0,154.0,0.0
2021-08-23,2021-08-03,0,185.0,0.0
2021-08-24,2021-08-04,0,197.0,0.0
2021-08-25,2021-08-05,0,207.0,0.0
2021-08-26,2021-08-06,0,200.0,0.0
2021-08-27,2021-08-07,0,200.0,0.0
2021-08-28,2021-08-08,0,200.0,0.0
2021-08-29,2021-08-09,0,222.0,0.0
2021-08-30,2021-08-10,0,233.0,0.0
2021-08-31,2021-08-11,1,243.0,0.00411522633744856
2021-09-01,2021-08-12,0,231.0,0.0
2021-09-02,2021-08-13,0,251.0,0.0
2021-09-03,2021-08-14,0,251.0,0.0
2021-09-04,2021-08-15,0,251.0,0.0
2021-09-05,2021-08-16,0,288.0,0.0
2021-09-06,2021-08-17,0,319.0,0.0
2021-09-07,2021-08-18,0,323.0,0.0
2021-09-08,2021-08-19,3,339.0,0.008849557522123894
2021-09-09,2021-08-20,0,351.0,0.0
2021-09-10,2021-08-21,0,351.0,0.0
2021-09-11,2021-08-22,0,351.0,0.0
2021-09-12,2021-08-23,0,341.0,0.0
2021-09-13,2021-08-24,0,359.0,0.0
2021-09-14,2021-08-25,0,361.0,0.0
2021-09-15,2021-08-26,0,364.0,0.0
2021-09-16,2021-08-27,0,352.0,0.0
2021-09-17,2021-08-28,1,352.0,0.002840909090909091
2021-09-18,2021-08-29,0,352.0,0.0
2021-09-19,2021-08-30,0,348.0,0.0
2021-09-20,2021-08-31,1,289.0,0.0034602076124567475
2021-09-21,2021-09-01,2,341.0,0.005865102639296188
2021-09-22,2021-09-02,0,380.0,0.0
2021-09-23,2021-09-03,0,375.0,0.0
2021-09-24,2021-09-04,0,375.0,0.0
2021-09-25,2021-09-05,0,375.0,0.0
2021-09-26,2021-09-06,0,376.0,0.0
2021-09-27,2021-09-07,2,349.0,0.0057306590257879654
2021-09-28,2021-09-08,1,342.0,0.0029239766081871343
2021-09-29,2021-09-09,2,409.0,0.004889975550122249
2021-09-30,2021-09-10,0,419.0,0.0
2021-10-01,2021-09-11,0,419.0,0.0
2021-10-02,2021-09-12,0,419.0,0.0
2021-10-03,2021-09-13,0,384.0,0.0
2021-10-04,2021-09-14,0,390.0,0.0
2021-10-05,2021-09-15,0,411.0,0.0
2021-10-06,2021-09-16,0,393.0,0.0
2021-10-07,2021-09-17,0,395.0,0.0
2021-10-08,2021-09-18,0,395.0,0.0
2021-10-09,2021-09-19,0,395.0,0.0
2021-10-10,2021-09-20,0,374.0,0.0
2021-10-11,2021-09-21,1,391.0,0.0025575447570332483
2021-10-12,2021-09-22,0,395.0,0.0
2021-10-13,2021-09-23,0,440.0,0.0
2021-10-14,2021-09-24,0,485.0,0.0
2021-10-15,2021-09-25,0,485.0,0.0
2021-10-16,2021-09-26,0,485.0,0.0
2021-10-17,2021-09-27,0,495.0,0.0
2021-10-18,2021-09-28,1,513.0,0.001949317738791423
2021-10-19,2021-09-29,0,427.0,0.0
2021-10-20,2021-09-30,0,384.0,0.0
2021-10-21,2021-10-01,0,371.0,0.0
2021-10-22,2021-10-02,1,371.0,0.0026954177897574125
2021-10-23,2021-10-03,0,371.0,0.0
2021-10-24,2021-10-04,0,431.0,0.0
2021-10-25,2021-10-05,2,414.0,0.004830917874396135
2021-10-26,2021-10-06,1,411.0,0.0024330900243309003
2021-10-27,2021-10-07,0,289.0,0.0
2021-10-28,2021-10-08,1,224.0,0.004464285714285714
2021-10-29,2021-10-09,0,224.0,0.0
2021-10-30,2021-10-10,0,224.0,0.0
2021-10-31,2021-10-11,0,196.0,0.0
2021-11-01,2021-10-12,1,174.0,0.005747126436781609
2021-11-02,2021-10-13,0,170.0,0.0
2021-11-03,2021-10-14,1,161.0,0.006211180124223602
2021-11-04,2021-10-15,0,157.0,0.0
2021-11-05,2021-10-16,1,157.0,0.006369426751592357
2021-11-06,2021-10-17,0,157.0,0.0
2021-11-07,2021-10-18,0,80.0,0.0
2021-11-08,2021-10-19,1,112.0,0.008928571428571428
2021-11-09,2021-10-20,1,107.0,0.009345794392523364
2021-11-10,2021-10-21,0,100.0,0.0
2021-11-11,2021-10-22,0,112.0,0.0
2021-11-12,2021-10-23,0,112.0,0.0
2021-11-13,2021-10-24,0,112.0,0.0
2021-11-14,2021-10-25,0,103.0,0.0
2021-11-15,2021-10-26,1,112.0,0.008928571428571428
2021-11-16,2021-10-27,0,106.0,0.0
2021-11-17,2021-10-28,0,108.0,0.0
2021-11-18,2021-10-29,0,106.0,0.0
2021-11-19,2021-10-30,0,106.0,0.0
2021-11-20,2021-10-31,0,106.0,0.0
2021-11-21,2021-11-01,0,115.0,0.0
2021-11-22,2021-11-02,0,88.0,0.0
2021-11-23,2021-11-03,0,82.0,0.0
2021-11-24,2021-11-04,1,94.0,0.010638297872340425
2021-11-25,2021-11-05,0,84.0,0.0
2021-11-26,2021-11-06,0,84.0,0.0
2021-11-27,2021-11-07,0,84.0,0.0
2021-11-28,2021-11-08,0,83.0,0.0
2021-11-29,2021-11-09,0,69.0,0.0
2021-11-30,2021-11-10,0,69.0,0.0
2021-12-01,2021-11-11,0,59.0,0.0
2021-12-02,2021-11-12,0,61.0,0.0
2021-12-03,2021-11-13,0,61.0,0.0
2021-12-04,2021-11-14,0,61.0,0.0
2021-12-05,2021-11-15,0,51.0,0.0
2021-12-06,2021-11-16,0,43.0,0.0
2021-12-07,2021-11-17,0,39.0,0.0
2021-12-08,2021-11-18,1,26.0,0.038461538461538464
2021-12-09,2021-11-19,0,22.0,0.0
2021-12-10,2021-11-20,0,22.0,0.0
2021-12-11,2021-11-21,0,22.0,0.0
2021-12-12,2021-11-22,0,23.0,0.0
2021-12-13,2021-11-23,0,22.0,0.0
2021-12-14,2021-11-24,0,22.0,0.0
2021-12-15,2021-11-25,0,22.0,0.0
2021-12-16,2021-11-26,0,18.0,0.0
2021-12-17,2021-11-27,0,18.0,0.0
2021-12-18,2021-11-28,0,18.0,0.0
2021-12-19,2021-11-29,0,13.0,0.0
2021-12-20,2021-11-30,0,13.0,0.0
2021-12-21,2021-12-01,0,15.0,0.0
2021-12-22,2021-12-02,0,13.0,0.0
2021-12-23,2021-12-03,0,15.0,0.0
2021-12-24,2021-12-04,0,15.0,0.0
2021-12-25,2021-12-05,0,15.0,0.0
2021-12-26,2021-12-06,0,12.0,0.0
2021-12-27,2021-12-07,0,13.0,0.0
2021-12-28,2021-12-08,1,15.0,0.06666666666666667
2021-12-29,2021-12-09,0,20.0,0.0
2021-12-30,2021-12-10,0,21.0,0.0
2021-12-31,2021-12-11,0,21.0,0.0
